region;code_parcelle;ID_Parcelle;plante_reference;commune;code_postal;code_insee;parcelle_active;nom_parcelle;lieu_dit;climat;typo_pays_principale;bassin_prod__principal;typo_pays_secondaire;bassin_prod__secondaire;topographie;altitude;pourcent_pente;surface;plan_eau;exposition;orientation_vent;enclave;corridor;drain;commentaire_parcelle;orientation_rang_vigne;annee_plantation_vigne;ecart_rang_vigne;precedent_cultural_vigne;desifection_vigne;fumigation_vigne;devitalisation_cep_vigne;arrachage_avec_defonc_vigne;arrachage_sans_defonc_vigne;apport_fumure_vigne;nature_fumure_vigne;tonnage_vigne;fractionnement_vigne;commentaire_vigne;derniere_modif_parcelle_par;derniere_modif_parcelle_le;derniere_modif_donnees_agro_par;derniere_modif_donnees_agro_le;derniere_modif_pratiques_par;derniere_modif_pratiques_le;ID;NOM;NOM_M;INSEE_COM;SAU_2020;SAU_BIO_20;IFT_H0;IFT_T0;IFT_T_hbc0;IFT_T_HH0;cod_c_maj;cod_c_hbc;cod_c_h;c_maj;c_ift_h;c_ift_hbc;p_bio_0;p_bc_0;IFT_T;IFT_T_hbc;IFT_H;IFT_T_HH;IFT_HHhbc;IFTbc;p_bio;p_bc;p_sau
NOUVELLE-AQUITAINE;PCM5;121;Mais;SAINT-SAUVANT;86600;86244;t;Le Cloudis;LA BROUSSE MARTRON;OcÃ©anique Ã  semi ocÃ©anique sud;Open field;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;134;Nulle;6.00;f;Plein soleil;Ouest;t;t;f;;;;;;;;;;;;;;;;Nathalie DASTE;13/06/2021;StÃ©phane MESLIER;20/01/2023;StÃ©phane MESLIER;20/01/2023;COMMUNE_0000000009749681;Saint-Sauvant;SAINT-SAUVANT;86244;4585.13;311.35;1.27;3.26;3.23;2;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;7;1;3.26;3.23;1.27;2;1.97;0.03;7;1;76
NORMANDIE;76133-CA76-04;455;Ble;SAINT-SAUVEUR-D'EMALLEVILLE;76110;76650;f;manÃ©glise;;OcÃ©anique;Open field;;;;Autres;108;;11.71;f;;;f;t;f;;;;;;;;;;;;;;;;Emmanuel GSELL;16/01/2020;Emmanuel GSELL;10/12/2018;;;COMMUNE_0000000009730472;Saint-Sauveur-d'Émalleville;SAINT-SAUVEUR-D'EMALLEVILLE;76650;593.14;0;1.65;4.86;4.78;3.21;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;2;4.86;4.78;1.65;3.21;3.13;0.08;0;2;78
NOUVELLE-AQUITAINE;PCM3;226;Mais;SAINT-VINCENT-LA-CHATRE;79500;79301;t;Maison Tout-y-Faut;TOUT-Y-FAUT;OcÃ©anique Ã  semi ocÃ©anique sud;Paysage mixte;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;162;1 Ã  2%;9.13;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Nathalie DASTE;13/06/2021;StÃ©phane MESLIER;17/01/2023;StÃ©phane MESLIER;17/01/2023;COMMUNE_0000000009750113;Saint-Vincent-la-Châtre;SAINT-VINCENT-LA-CHATRE;79301;1722.95;155.83;1.45;3.7;3.66;2.25;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;9;1;3.7;3.66;1.45;2.25;2.21;0.04;9;1;81
NOUVELLE-AQUITAINE;AQ-036;369;Mais;SAINT-VIVIEN-DE-MONSEGUR;33580;33491;t;Laurent;Raba;OcÃ©anique Ã  semi ocÃ©anique sud;Paysage mixte;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Bas de coteau;41;1 Ã  2%;10.00;f;Semi ombragÃ©;Ouest;f;t;f;;;;;;;;;;;;;;;;Nathalie DASTE;13/06/2021;Nathalie DASTE;13/06/2021;Camille HUET;16/02/2022;COMMUNE_0000000009756527;Saint-Vivien-de-Monségur;SAINT-VIVIEN-DE-MONSEGUR;33491;1055.28;108.04;0.73;5.1;4.37;4.37;vigne;vigne;TRN;Vigne;Tournesol;Vigne;10;14;5.1;4.37;0.73;4.37;3.63;0.74;10;14;67
AUVERGNE-RHÃ”NE-ALPES;RA_V13;256;Vigne;SALLES-ARBUISSONNAS-EN-BEAUJOLAIS;69460;69172;t;PÃ©ron;Eperon;Semi-continental sud;Bocage Ã  dominante polyculture Ã©levage;Bassin viticole;BÃ¢tis, milieu rural;Bassin viticole;Plaine;265;2 Ã  5 %;0.33;t;Plein soleil;Nord;f;t;f;;Perpendiculaire Ã  la pente;1950;1.10;;;f;f;f;f;f;;0.0;0.0;;Camille BAGNIS;20/01/2020;Camille BAGNIS;15/06/2022;Camille BAGNIS;20/01/2020;COMMUNE_0000000009750715;Salles-Arbuissonnas-en-Beaujolais;SALLES-ARBUISSONNAS-EN-BEAUJOLAIS;69172;205.88;11.36;0.37;7.55;5.99;7.18;vigne;vigne;aucune;Vigne;Vigne;Vigne;6;21;7.55;5.99;0.37;7.18;5.62;1.55;6;21;47
CORSE;CRVI;80;Vigne;SAN-GIULIANO;20230;2B303;t;SAN GIULIANO1 vigne;;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Bassin viticole;Paysage mixte;Bassin viticole;Plaine;68;2 Ã  5 %;0.25;f;Plein soleil;Information inconnue;f;f;f;;Dans le sens de la pente ;2011;2.50;Autres;Information inconnue;f;f;f;f;f;Information inconnue;0.0;0.0;;Camila ANDRADE;03/06/2019;Yohan PETIT;14/08/2018;Yohan PETIT;14/08/2018;COMMUNE_0000000009763334;San-Giuliano;SAN-GIULIANO;2B303;1150.81;149.51;0.13;2.7;2.4;2.57;SPL;vigne;VRG;Surface pastorale - ressources fourragères ligneuses prédominantes;Verger;Vigne;13;11;2.7;2.4;0.13;2.57;2.27;0.3;13;11;48
CORSE;INRA;81;Vigne;SAN-GIULIANO;20230;2B303;t;SAN GIULIANO2 vigne;Pianicce;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Bassin viticole;;Bassin viticole;Plaine;42;1 Ã  2%;0.25;f;Plein soleil;Information inconnue;f;f;f;;Dans le sens de la pente ;2006;2.35;Autres;Pas d'intervention;f;f;f;f;f;;;;;Camila ANDRADE;03/06/2019;Yohan PETIT;14/08/2018;Yohan PETIT;14/08/2018;COMMUNE_0000000009763334;San-Giuliano;SAN-GIULIANO;2B303;1150.81;149.51;0.13;2.7;2.4;2.57;SPL;vigne;VRG;Surface pastorale - ressources fourragères ligneuses prédominantes;Verger;Vigne;13;11;2.7;2.4;0.13;2.57;2.27;0.3;13;11;48
CORSE;MOR;74;Salade;SANTA-LUCIA-DI-MORIANI;20230;2B307;f;BRUNINI salade;;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Bassin arboricole;;Bassin arboricole;Fond de vallÃ©e;;1 Ã  2%;;f;Plein soleil;Information inconnue;f;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;03/06/2019;;;;;COMMUNE_0000000009763177;Santa-Lucia-di-Moriani;SANTA-LUCIA-DI-MORIANI;2B307;196.99;6.66;0.03;0.5;0.36;0.47;SPH;AGR;AGR;Surface pastorale - herbe prédominante et ressources fourragères ligneuses présentes;Agrume;Agrume;3;27;0.5;0.36;0.03;0.47;0.33;0.13;3;27;32
OCCITANIE;MP_GASC_AD_M1;323;Mais;SARRIAC-BIGORRE;65140;65409;t;Poudebensil;Poudebensil;OcÃ©anique Ã  semi ocÃ©anique sud;Paysage mixte;;;;Plaine;216;Nulle;6.20;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;;;Barbara CICHOSZ;10/12/2018;COMMUNE_0000000009761028;Sarriac-Bigorre;SARRIAC-BIGORRE;65409;859.8;116.87;0.98;1.84;1.84;0.85;MIS;MIS;MIS;Maïs;Maïs;Maïs;14;0;1.84;1.84;0.98;0.85;0.85;0;14;0;79
NORMANDIE;14170-CREPAN14-02;115;Ble;SASSY;14170;14669;t;Les Ormelets;Saulx;OcÃ©anique;Paysage mixte;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;72;Nulle;9.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Julien BENOIST;21/10/2020;Julien BENOIST;24/11/2022;Julien BENOIST;21/11/2022;COMMUNE_0000000009735169;Sassy;SASSY;14669;844.09;253.74;1.14;3.32;3.31;2.18;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;30;0;3.32;3.31;1.14;2.18;2.17;0.01;30;0;88
NORMANDIE;14170-CREPAN14-03;117;Ble;SASSY;14170;14669;t;Les Franches Raies;Mont de Rouvres;OcÃ©anique;Paysage mixte;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;90;Nulle;9.30;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Julien BENOIST;09/10/2020;Julien BENOIST;24/11/2022;Julien BENOIST;23/11/2022;COMMUNE_0000000009735169;Sassy;SASSY;14669;844.09;253.74;1.14;3.32;3.31;2.18;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;30;0;3.32;3.31;1.14;2.18;2.17;0.01;30;0;88
NORMANDIE;14170-CREPAN14-04;228;Ble;SASSY;14170;14669;t;face chateau;Bois d'Epincelle;OcÃ©anique;Paysage mixte;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;69;Nulle;14.00;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Julien BENOIST;05/10/2021;Julien BENOIST;24/11/2022;Julien BENOIST;23/11/2022;COMMUNE_0000000009735169;Sassy;SASSY;14669;844.09;253.74;1.14;3.32;3.31;2.18;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;30;0;3.32;3.31;1.14;2.18;2.17;0.01;30;0;88
NORMANDIE;14170-CREPAN14-05;116;Ble;SASSY;14170;14669;t;Le Puit;Le puit;OcÃ©anique;Paysage mixte;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;73;Nulle;9.50;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Julien BENOIST;30/06/2020;Julien BENOIST;24/11/2022;Julien BENOIST;23/11/2022;COMMUNE_0000000009735169;Sassy;SASSY;14669;844.09;253.74;1.14;3.32;3.31;2.18;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;30;0;3.32;3.31;1.14;2.18;2.17;0.01;30;0;88
GRAND-EST;55473;343;Mais;SAULX-LES-CHAMPLON;55160;55473;t;RATENTOUT;Ratentout;Semi-ocÃ©anique Ã  semi-continental;Open field;Zone de grandes cultures;BÃ¢tis, milieu rural;Zone de grandes cultures;Fond de vallÃ©e;211;Nulle;5.16;f;Plein soleil;Ouest;f;f;t;;;;;;;;;;;;;;;;Bruno HECKENBENNER;08/04/2020;Damien VIARRE;25/05/2023;Matthieu ZEHR;02/01/2023;COMMUNE_0000000009733850;Saulx-lès-Champlon;SAULX-LES-CHAMPLON;55473;707.87;139.22;1;2.49;2.47;1.49;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;20;1;2.49;2.47;1;1.49;1.47;0.02;20;1;90
ILE-DE-FRANCE;IF-078-03;144;Mais;SAULX-MARCHAIS;78650;78588;t;Grand Champs;pas de nom particulier;OcÃ©anique Ã  semi-ocÃ©anique nord;Open field;Zone de grandes cultures;Zone forestiÃ¨re;Zone de grandes cultures;Plaine;118;Nulle;6.90;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Camila ANDRADE;04/06/2019;CÃ©line GUILLEM;09/01/2023;CÃ©line GUILLEM;09/01/2023;COMMUNE_0000000009736574;Saulx-Marchais;SAULX-MARCHAIS;78588;68.9;0;1.6;4.48;4.43;2.88;CZH;CZH;CZH;Colza d’hiver;Colza d’hiver;Colza d’hiver;0;1;4.48;4.43;1.6;2.88;2.84;0.04;0;1;32
PAYS DE LOIRE;PDL-12;238;Mais;SAVIGNE-SOUS-LE-LUDE;72800;72330;t;La mustiÃ¨re;La mustiÃ¨re;OcÃ©anique Ã  semi-ocÃ©anique nord;Bocage Ã  dominante polyculture Ã©levage;Bassin arboricole;Zone forestiÃ¨re;Bassin arboricole;Plaine;66;Nulle;9.45;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;JÃ©rÃ©my GOURDIEN;14/04/2020;Alexandre HATET;04/02/2021;JÃ©rÃ©my GOURDIEN;28/04/2022;COMMUNE_0000000009744320;Savigné-sous-le-Lude;SAVIGNE-SOUS-LE-LUDE;72330;1688.69;409.59;0.66;1.55;1.54;0.9;PPH;BTH;BTH;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Blé tendre d’hiver;Blé tendre d’hiver;24;1;1.55;1.54;0.66;0.9;0.88;0.02;24;1;50
BOURGOGNE-FRANCHE-COMTÃ‰;BOURG-05-VI;383;Vigne;SAVIGNY-LES-BEAUNE;21420;21590;t;SAVIGNY;LES BOUTIERES;Semi-continental sud;Paysage mixte;Bassin viticole;;Bassin viticole;Plaine;236;1 Ã  2%;0.61;f;Plein soleil;Sud-Ouest;f;f;f;;Dans le sens de la pente ;1969;1.00;Vigne;Information inconnue;f;f;f;f;f;Information inconnue;0.0;0.0;;Camila ANDRADE;29/05/2019;Dominique BRAUGE;18/01/2022;Dominique BRAUGE;18/01/2022;COMMUNE_0000000009746746;Savigny-lès-Beaune;SAVIGNY-LES-BEAUNE;21590;953.23;207.55;0.56;6.7;5.35;6.14;vigne;vigne;ORH;Vigne;Orge d'hiver;Vigne;22;20;6.7;5.35;0.56;6.14;4.8;1.35;22;20;26
GRAND-EST;AL001;292;Mais;SCHLEITHAL;67160;67451;t;MONDATE;MONDATE;Semi-continental nord;Paysage mixte;Zone de grandes cultures;Zone forestiÃ¨re;Zone de grandes cultures;Plaine;139;Nulle;1.07;f;Plein soleil;Sud-Est;f;t;f;association de cultures - automne 2014 colza sarasin - automne 2016 triticale pois / la coupe de roseau ds le fossÃ© juxtant la bordure a entrainÃ© la disparition des rousserolles;;;;;;;;;;;;;;;Christiane SCHAUB;02/02/2021;Mathie COMPAGNONE;28/10/2021;Claire GILBERT;01/06/2023;COMMUNE_0000000009733733;Schleithal;SCHLEITHAL;67451;755.98;64.86;1.2;2.66;2.65;1.46;MIS;MIS;MIS;Maïs;Maïs;Maïs;9;1;2.66;2.65;1.2;1.46;1.45;0.02;9;1;83
NORMANDIE;61500-CA61-01;532;Mais;SEES;61500;61464;t;ROYER_grande_parcelle;ROYER;OcÃ©anique;Paysage mixte;Zone de grandes cultures;Paysage mixte;Zone de grandes cultures;Plaine;200;Nulle;4.11;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Cecile PRIMOIS;05/01/2021;Emmanuel GSELL;29/08/2022;Emmanuel GSELL;29/08/2022;COMMUNE_0000000009738027;Sées;SEES;61464;3007.17;98.08;1.26;3.72;3.68;2.46;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;3;1;3.72;3.68;1.26;2.46;2.42;0.04;3;1;74
GRAND-EST;AL026;576;Salade;SELESTAT;67602;67462;t;Runtzfeld;Runtzfeld;Semi-continental nord;Open field;Zone de grandes cultures;BÃ¢tis, milieu suburbain;Zone de grandes cultures;Plaine;170;Nulle;0.62;f;Plein soleil;Sud-Ouest;f;f;f;;;;;;;;;;;;;;;;Alexandre FLEISCH;23/01/2023;Alexandre FLEISCH;23/01/2023;;;COMMUNE_0000000009739923;Sélestat;SELESTAT;67462;1481.19;122.39;0.86;1.91;1.87;1.05;PPH;MIS;MIS;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Maïs;Maïs;8;2;1.91;1.87;0.86;1.05;1.01;0.04;8;2;31
CENTRE-VAL DE LOIRE;CENTRE-18-3-Ma;193;Ble;SENNECAY;18340;18248;t;Champ CarrÃ© Est;Le clou;Semi-continental sud;Open field;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plateau;175;1 Ã  2%;18.51;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Maryse MERIEAU;09/06/2021;Sandrine HERSEMEULE;09/06/2023;Sandrine HERSEMEULE;09/06/2023;COMMUNE_0000000009747524;Senneçay;SENNECAY;18248;1339.22;134.03;1.57;3.92;3.91;2.36;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;10;0;3.92;3.91;1.57;2.36;2.35;0.01;10;0;92
CENTRE-VAL DE LOIRE;CENTRE-18-5-Le;221;Ble;SENNECAY;18340;18248;t;FreussÃ©es est;Villardeau;Semi-continental sud;Open field;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;82;1 Ã  2%;10.50;f;Plein soleil;Ouest;f;f;f;Agriculture BIO;;;;;;;;;;;;;;;Sandrine HERSEMEULE;11/05/2022;Sandrine HERSEMEULE;09/06/2023;Sandrine HERSEMEULE;09/06/2023;COMMUNE_0000000009747524;Senneçay;SENNECAY;18248;1339.22;134.03;1.57;3.92;3.91;2.36;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;10;0;3.92;3.91;1.57;2.36;2.35;0.01;10;0;92
AUVERGNE-RHÃ”NE-ALPES;RA_V04;51;Vigne;SERRIERES-EN-CHAUTAGNE;73310;73286;t;SerriÃ¨re Gamay - Mondeuse;Chevignay;Semi-continental sud;Paysage mixte;Bassin viticole;Bocage Ã  dominante polyculture Ã©levage;Bassin viticole;Bas de coteau;350;10 Ã  20 %;0.84;f;Plein soleil;Nord;f;f;f;;Dans le sens de la pente ;1971;1.90;;;f;f;f;f;f;;0.0;0.0;;Camille BAGNIS;11/07/2022;Camille BAGNIS;08/06/2023;Camille BAGNIS;03/05/2020;COMMUNE_0000000009751177;Serrières-en-Chautagne;SERRIERES-EN-CHAUTAGNE;73286;323.7;33.59;0.63;2.43;2.11;1.8;PPH;vigne;MIS;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Maïs;Vigne;10;13;2.43;2.11;0.63;1.8;1.48;0.32;10;13;17
BOURGOGNE-FRANCHE-COMTÃ‰;BOURG-14-MA;334;Mais;SERRIGNY-EN-BRESSE;71310;71519;t;LE FOYER DE CHARITE;LE PETIT VELARD;Semi-continental sud;Paysage mixte;Zone de polyculture-Ã©levage;;Zone de polyculture-Ã©levage;Plaine;194;;8.24;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Fabienne SALVI;29/04/2020;Fabienne SALVI;08/11/2022;Fabienne SALVI;11/01/2022;COMMUNE_0000000009747669;Serrigny-en-Bresse;SERRIGNY-EN-BRESSE;71519;522.91;2.37;1.27;2.83;2.82;1.56;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;0;2.83;2.82;1.27;1.56;1.54;0.01;0;0;42
OCCITANIE;LR_S_30_1;300;Salade;SERVAS;30340;30318;t;Mas Julian;;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Zone maraÃ®chÃ¨re;;Zone maraÃ®chÃ¨re;Plaine;143;Nulle;3.41;f;Plein soleil;Nord;f;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;Nicolas ANDRE;25/04/2017;Philippe CAILLOL;15/12/2022;COMMUNE_0000000009757954;Servas;SERVAS;30318;620.13;78.11;0.31;1.55;1.27;1.24;SPL;vigne;BTH;Surface pastorale - ressources fourragères ligneuses prédominantes;Blé tendre d’hiver;Vigne;13;18;1.55;1.27;0.31;1.24;0.96;0.29;13;18;57
OCCITANIE;LR_V_30_4;58;Vigne;SERVAS;30340;30318;t;Pradaou;;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Zone de grandes cultures;;Zone de grandes cultures;Plaine;151;Nulle;0.89;f;Plein soleil;Nord;f;t;f;;Pas de pente;2005;2.50;Autre Culture;Pas d'intervention;f;f;f;f;f;;0.0;0.0;;Camila ANDRADE;05/06/2019;Barbara CICHOSZ;13/12/2018;Philippe CAILLOL;15/12/2022;COMMUNE_0000000009757954;Servas;SERVAS;30318;620.13;78.11;0.31;1.55;1.27;1.24;SPL;vigne;BTH;Surface pastorale - ressources fourragères ligneuses prédominantes;Blé tendre d’hiver;Vigne;13;18;1.55;1.27;0.31;1.24;0.96;0.29;13;18;57
AUVERGNE-RHÃ”NE-ALPES;AUV43-4;394;Mais;SIAUGUES-SAINTE-MARIE;43300;43239;t;TROUPEROUZE-RAYAT;LE RAVAT;Montagnard;Bocage Ã  dominante polyculture Ã©levage;Information inconnue;Information inconnue;Information inconnue;Plateau;850;Nulle;10.00;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Eva FICHET;19/11/2021;Eva FICHET;19/11/2021;Eva FICHET;19/11/2021;COMMUNE_0000000009754878;Siaugues-Sainte-Marie;SIAUGUES-SAINTE-MARIE;43239;2583.56;227.32;0.44;1.06;1.06;0.61;PPH;BTH;BTH;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Blé tendre d’hiver;Blé tendre d’hiver;9;0;1.06;1.06;0.44;0.61;0.61;0;9;0;63
OCCITANIE;LR_V_11_3;449;Vigne;SIGEAN;11130;11379;t;Laval;Laval;MÃ©diterranÃ©en, zone de l'olivier;Open field;Bassin viticole;;Bassin viticole;;108;;2.50;f;;;f;f;f;Corriger les donnÃ©es VIGNE de cette parcelle;;2016;1.00;;;f;f;f;f;f;;;;;Camila ANDRADE;05/06/2019;Cindy LEROY;29/11/2017;SÃ©bastien DUBOIS;09/05/2019;COMMUNE_0000000009762282;Sigean;SIGEAN;11379;882.22;163.18;0.35;9.16;7.84;8.82;vigne;vigne;BTH;Vigne;Blé tendre d’hiver;Vigne;18;14;9.16;7.84;0.35;8.82;7.49;1.33;18;14;22
ILE-DE-FRANCE;IF_077_05;103;Mais;SIVRY-COURTRY;77115;77453;t;La Mardelle;La Garenne;Semi-ocÃ©anique;Paysage mixte;Zone de grandes cultures;Paysage mixte;Zone de grandes cultures;Plaine;79;1 Ã  2%;22.00;f;Plein soleil;Ouest;t;f;f;;;;;;;;;;;;;;;;MarlÃ¨ne MOITY;28/07/2020;MarlÃ¨ne MOITY;14/06/2022;MarlÃ¨ne MOITY;14/06/2022;COMMUNE_0000000009738807;Sivry-Courtry;SIVRY-COURTRY;77453;1380.87;27.76;1.96;5.1;5.05;3.14;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;2;1;5.1;5.05;1.96;3.14;3.09;0.05;2;1;62
GRAND-EST;12ENICA51001;508;Ble;SOMME-YEVRE;51330;51549;t;ChÃ¢teau d'eau;Champ des Vaches;Semi-ocÃ©anique Ã  semi-continental;Paysage mixte;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;210;1 Ã  2%;16.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;AurÃ©lie DUPEYRON;08/06/2020;J BEUZELIN;05/12/2022;J BEUZELIN;05/12/2022;COMMUNE_0000000009735410;Somme-Yèvre;SOMME-YEVRE;51549;2035.55;0;1.64;4.81;4.76;3.16;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;1;4.81;4.76;1.64;3.16;3.12;0.05;0;1;94
CENTRE-VAL DE LOIRE;Centre-35;97;Ble;SOURS;28630;28380;t;Dr Durupt;La Saussaye;Semi-ocÃ©anique Ã  semi-continental;Open field;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;150;Nulle;11.11;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Maryse MERIEAU;09/06/2021;Morgane ROSE;15/02/2023;Morgane ROSE;15/02/2023;COMMUNE_0000000009739756;Sours;SOURS;28380;2851.59;97.49;1.91;5.34;5.33;3.43;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;3;0;5.34;5.33;1.91;3.43;3.43;0;3;0;86
BOURGOGNE-FRANCHE-COMTÃ‰;BOURG-24-BH;376;Ble;SUILLY-LA-TOUR;58150;58281;t;Les Cassons;Le Magny;Semi-ocÃ©anique Ã  semi-continental;Open field;Zone de grandes cultures;;Zone de grandes cultures;Plateau;195;;7.30;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Camila ANDRADE;29/05/2019;Judith NAGOPAE;17/12/2020;Judith NAGOPAE;31/01/2020;COMMUNE_0000000009745721;Suilly-la-Tour;SUILLY-LA-TOUR;58281;3199.13;864.35;1.01;2.6;2.58;1.6;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;27;1;2.6;2.58;1.01;1.6;1.58;0.02;27;1;86
AUVERGNE-RHÃ”NE-ALPES;RA_V08;186;Vigne;TAIN-L'HERMITAGE;26600;26347;t;Pasquion et entre chemins;Torras;Semi-continental sud;Paysage mixte;Bassin viticole;BÃ¢tis, milieu rural;Bassin viticole;Haut de coteau;160;> 20 %;1.53;f;Plein soleil;Nord;f;t;f;;Perpendiculaire Ã  la pente;1957;1.30;;;f;f;f;f;f;;0.0;0.0;;Camille BAGNIS;08/06/2021;Camille BAGNIS;09/06/2023;Camille BAGNIS;14/06/2021;COMMUNE_0000000009754639;Tain-l'Hermitage;TAIN-L'HERMITAGE;26347;239.58;226.91;0.02;6.12;3.12;6.1;vigne;vigne;VRG;Vigne;Verger;Vigne;95;49;6.12;3.12;0.02;6.1;3.1;3;95;49;51
BRETAGNE;MAIDBO1;263;Mais;TALENSAC;35160;35331;t;Le Rohuel;La basse Fontenelle;OcÃ©anique;Paysage mixte;Zone de polyculture-Ã©levage;Information inconnue;Zone de polyculture-Ã©levage;Fond de vallÃ©e;28;1 Ã  2%;11.10;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Louis LEROUX;10/06/2020;Isabelle SENEGAS;11/06/2023;Isabelle SENEGAS;11/06/2023;COMMUNE_0000000009741406;Talensac;TALENSAC;35331;1353.18;65.18;0.78;1.58;1.57;0.81;MIE;MIE;MIE;Maïs ensilage;Maïs ensilage;Maïs ensilage;5;1;1.58;1.57;0.78;0.81;0.8;0.01;5;1;62
CORSE;TAL - 4;83;Vigne;TALLONE;20270;2B320;t;TALLONE4 vigne;Prato ai Meli;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Bassin viticole;Paysage mixte;Bassin viticole;Bas de coteau;70;1 Ã  2%;5.55;f;Plein soleil;Information inconnue;f;f;f;;;0;0.00;Information inconnue;Information inconnue;f;f;f;f;f;Information inconnue;0.0;0.0;;Camila ANDRADE;03/06/2019;Yohan PETIT;05/02/2019;Yohan PETIT;05/02/2019;COMMUNE_0000000009763442;Tallone;TALLONE;2B320;4332.13;115.15;0.1;3.06;2.72;2.96;SPL;vigne;ORH;Surface pastorale - ressources fourragères ligneuses prédominantes;Orge d'hiver;Vigne;3;11;3.06;2.72;0.1;2.96;2.61;0.35;3;11;62
